index	Label	Text
539	Political Hate	বর্তমান সরকার কোন সরকারেই না??জারত সন্তান যে রকম, সেই রকম ও বর্তমান সরকার?? 
425	Political Hate	শালা বাপ বেটা দুজনই রাজনৈতিক এতিম । 
293	Personal Hate	দেখে মনে হচ্ছে চুরি করতে গিয়ে ধরা খাওয়ায় বাশের বাড়ি খেয়েছ।
865	Religious Hate	হিটলার একজন সত্যিকারের লোক যে ইহুদী সব শেষ করার প্রতিগ্গা করে,
126	Personal Hate	মনটায় চায়তাছে তরে পাবনার পাগলা গারদে নিয়ে চুদাই 
51	Personal Hate	আরে মিয়া ভাই মুখটা অন্তত সাবান বা ফেস ওয়াশ দিয়ে ধুয়ে আস।
1173	Geopoitical Hate	হিন্দ হয় না কারো বন্ধ। ওগো চুদবে চায়না, পাকিস্তান
1101	Geopoitical Hate	ভারত ডাকাত এর মতো কাজ করছে বাংলাদেশে
226	Personal Hate	ফালতু উপস্হাপিকা। বেশি নেকামি করে। 
1286	Gender abusive hate	এই গুলো খাঙ্কি মাগী 
381	Personal Hate	খানকি মাগির পুত সাজু পাদেন রে মহিলারা জুতার বাডি দিল না ক্যারে।
383	Personal Hate	মিডিয়ার মানুষ গুলা আস্লেই নোংরা। সারাদিন সেক্স আর সেক্স। 
372	Personal Hate	সালারা ডা.মাহফুজুর রহমানের থেকে অবাল
611	Political Normal	সবচেয়ে বড় কারণ হচ্ছে কারাগারে বন্দীর চাপ কমানো।
1315	Gender abusive hate	তোমাকে কুকুর দিয়া চোদাতে হবে মাগি।
795	Political Normal	এখন কর্মের ফল ভুগ করতেছে বি এন পি।
996	Religious Hate	মৃত্যু পর্যন্ত অপেক্ষা কর।তখন বুঝতে পারবি আস্তিক নাকি নাস্তিক।
932	Religious Hate	আবাল মার্কা হুজুর 
479	Political Hate	মাহি মার্কায় ১৫০আসন চাই । এখন বেশি করে খা 
1326	Gender abusive hate	এগুলা রাস্তার মেয়ে।
929	Religious Hate	ভড়ুয়া মাদার চোদ তুই কনে থাকিস তাই বল তোর কনো অদিকার নেই কনো ধরমো নিয়ে বদনাম করা তোর যেটা ভালো লাগে সেই ধরমো কর 
1005	Geopoitical Hate	ভারত হল দুনিয়ার সবচেয়ে বাজে  বেজন্মা দেশ! 
1027	Geopoitical Hate	ভারতীয়রা হাগু করে রাস্তা ঘাটে,আর বাংলাদেশিরা হাগু করে নির্দিষ্ট স্থানে। 
1204	Gender abusive hate	এই তোমাদের রেট কত? তোমরা কি দুজনে একসাথে আসবা?
1212	Gender abusive hate	মেয়ে দের লজ্জা নেই সে সবাই জানি 
904	Religious Hate	বাচ্চা মেয়েটার জীবন ধ্বংস করেছে মুহম্মদ যার প্রতিশোধ হিসেবে আয়েশা মুহম্মদকে বিষ খাইয়ে হত্যা করেছে
441	Political Hate	এটা হচ্ছে মাহির এবং সরকারের আরেকটা চাইল । 
538	Political Hate	গুন্ডা পান্ডা পাগল ছাগল দিয়ে দেশটা বরবাদ করে দিচে শালারা 
763	Political Normal	পার্থভাই, আমার ভোলার গর্ব 
328	Personal Hate	টয়া কে বাজে লাগে তার কিছুই ভাল লাগেনা। 
814	Religious Hate	হিন্দু বা কাফের দের সাতে হাত মিলিয়ে সারা দুনিয়াতে ফেতনা লাগায়ে নিজেরা শেষ হয়ে জাচ্ছে 
730	Political Normal	এমন নেতা আর হবেনা, 
343	Personal Hate	এই মেয়ে টাকে একটুও মায়া লাগেনা আর যে বাজে পোষাক পরেছে ছি ছি ছি
1105	Geopoitical Hate	ভারত মাগির দালাল, 
527	Political Hate	হাছিনা স্বৈরাচার মুক্ত বাংলাদেশ ছাই নিরপক্ষে নির্বাচন ছাই
741	Political Normal	আন্দালিব রহমান পার্থ আমাদের ভোলার গর্ব
1088	Geopoitical Hate	পাকিস্তান একটি সন্ত্রাসী তৈয়ারি করা এবং রফতানি করা দেশ।
14	Personal Hate	আবাসিক হোটেল নামক যেই নাটক টা করতেসিস, সেইটা দেখে মনে হয় তোদের জন্ম ওপেন রাস্তা ঘাটে হইছে। যার জন্য এমন নোংরামী করতে তোদের বিবেকে বাদে না। 
473	Political Hate	মাহিরে চুদার সময় আছে বাঙালির....
1282	Gender abusive hate	আমার তো মনে হয় তোর ভোদায় পানি গড়গড় করতেছে ছেলেদের সোনা ঢুকানোর জন্য।
630	Political Normal	সিইসি বলেন তাঁর কোনো এখতিয়ার নেই।
819	Religious Hate	শুয়োরের বাচ্চা মুসলিমরা,
13	Personal Hate	তুই কোন ভালো মানুষের বাচ্চা যে তুই অন্যের কাজ নিয়া সমালোচনা করিস।
829	Religious Hate	যদি পৃথিবী ধ্বংস হয় তবে তার কারণ হবে মুসলিম। 
1301	Gender abusive hate	ফালতু খানকি টাইপের মেয়ে। 
1308	Gender abusive hate	কাটা দিমো, তকে আমার ভালো লাগেনা আমি তর মাকে চুধ ভো, মাগি 
365	Personal Hate	শেষমেশ রাস্তাই পরে গণধোলাই খাইলি।শালা ছোট লোকের বাচ্চা। 
466	Political Hate	দালাল মাদারি,জামাতের একটা আসনের হাফ ভোটে ও পাবে না, 
801	Religious Hate	মালাউনদের এই অধপতনে আমরা খুশি 
844	Religious Hate	এই সব রকম বালের মুসলমান যেখানে বিপদ সেখানেই ।
632	Political Normal	তারা এই সরকারের পরিবর্তন চায়।
155	Personal Hate	বড় বড় সেলিব্রিটিরা তোর মতো নোংরামি করে না রে অসভ্য বেহায়া হারামজাদি সনিকা।
1179	Geopoitical Hate	কৃপণ এর শহর কলকাতা
241	Personal Hate	ভাইয়া এই সব পাগল দেরকে নিয়ে আসেন কেন। 
95	Personal Hate	ফালতু মাইয়া কি গায়ে দিছে 
1116	Geopoitical Hate	ওই শালা মনে হয় সূচি কে বিয়ে করবে তাই কিছু বলছে না হবু বউরে। 
1385	Gender abusive hate	বোকাচুদা মাগি,
1358	Gender abusive hate	নোয়াখালীর মাগী তরার পরোষরা সব আরব দেশ গুলোতে তাকে।
578	Political Hate	তুই শালা আওয়ামীলীগ দালাল 
36	Personal Hate	তুমি আবাল ছিলা আবাল আছো আর আবালই থাকবা
956	Religious Hate	এ মাঙ্গি তুই কেটা হে তোর কাছে ইসলাম শিখতে হবে আমাদের আদর্শ হযরত মোহাম্মদ (সাঃ)
824	Religious Hate	হিন্দু-বৌদ্ধ-খ্রিস্টানদের মধ্যে সমস্যা নেই I অথচ দেখতে পাওয়া যাচ্ছে, মুসলিমরাই কেবল সমস্যা সৃষ্টি করে চলেছে 
952	Religious Hate	যত সব মুর্খ নাস্তিক, ইসলামের কোন জ্ঞান নাই, এক লাইন জেনে মানসিক রোগীর মতো অনলাইন এ এসে লাফালাফি করিস।তোদের তো বিজ্ঞানের ও কোন জ্ঞান নেই। 
255	Personal Hate	লাত্তি মেরে স্টেজ থেকে বের করে দেওয়া উচিত 
203	Personal Hate	ইউটিউব নোংরা বানানোর কারিগর...
604	Political Normal	এরশাদ সাহেব তো পার্টির চেয়ারম্যান হিসেবে বক্তব্য রাখতে পারেন।
838	Religious Hate	সালা পাগল হিন্দু রা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না
897	Religious Hate	লুচ্চা ধর্ষক শিশুকামী মুহম্মদের সাথে রবীন্দ্রনাথের অনেক মিল আছে।
509	Political Hate	রনি মাদারচোদ টাইপ লোক 
919	Religious Hate	খানকির পোলা তুই একটা শুওরের বাচ্চা। আর তোর সাথে সব মালাউনের বাচ্চারা বাহাবা দেয়।
147	Personal Hate	চটি আজাদ পতিতালয়ের বাচ্চা,
478	Political Hate	মান্নাদের আসল উদ্দেশ্য ফাঁস করে দিসে নতুন প্রজন্মের মাহী চৌধুরী.. 
488	Political Hate	মাহি বাজেচৌধুরী.ফালতু লোক মাহি । 
163	Personal Hate	মাদারিচোদ কতবড বেয়াদব 
667	Political Normal	আগে জমাত ভাল ছিল । এখন কেন খারাপ হল । জাতি যান চাই । 
670	Political Normal	আবারো আমরা দেখতে পেলাম ভালো মানুষের দেশে জায়গা নাই
651	Political Normal	এ মাসের মধ্যেই জাতীয় পার্টির পার্লামেন্টারি বোর্ড গঠন হবে। প্রার্থী মনোনয়ন চূড়ান্ত করা হবে। 
835	Religious Hate	হিন্দু মানে অশান্তির ধর্ম,তারাই মুসলমানদেরকে নির্যাতিত করছে
592	Political Hate	আপনারা মামা ভাগ্নে আপনারা ঠিকই আছেন দেশের জনগণের গোয়া মারা সারা
1022	Geopoitical Hate	অারে মাধার চোদ তাকিয়ে দেখ ঐ লাল সবুজের পতাকার দিকে এখনো চিৎকার করে বলতেছে শহীদ ভাইদের কথা 
1311	Gender abusive hate	আসল মাগি।
1006	Geopoitical Hate	মিয়ারমার একটি হারামি রাষ্ট্র। পৃথিবীর মানচিত্র থেকে তাদের নাম মুচেফেলা উচিৎ। 
301	Personal Hate	এসব ফালতু দের নিয়ে এসে সেলিব্রেটি বানানোর দরকার নাই।
994	Religious Hate	তোমার মায়রে চুদি,সব নাস্তিকের মায়রে চুদি।সব নাস্তিক মাইরা শেষ করুম। 
1351	Gender abusive hate	তোমরা চোদার মাগী এখন বুজলাম।
1067	Geopoitical Hate	বোকাচোদা গেদা গেদী, চাল্লা আমি ভারত না হলে তোমাৰ স্বাধীনতা পোদেৰ মধ্য ধুইয়া গেলহৈ 
1370	Gender abusive hate	আসলে খানকি। ২ টা। ছি।ছি 
908	Religious Hate	দূর্গা মার গুদে যখন কামড় উঠতো তখন ব্যাসালয়ে গিয়ে কামড় মেটাতো
859	Religious Hate	তর মা কে চোদী শালি দেহ ব্যবসায়ী। বাংলাদেশের সব মুসলিম মেয়েরা ঘরে ঘরে ইমু সেক্স করে রোজগার করে ভাত খায়
907	Religious Hate	ব্যশ্যাস্যালয়ের মাটি ছাড়া দূর্গা মূর্তি গড়া হবেই না
875	Religious Hate	হিন্দু শোয়ামিজি খুব সুন্দর উত্তর দিয়েছে
1104	Geopoitical Hate	ইন্ডিয়ান এক এক রাজ্যের সাথে তুলনা কর দেখবি কে বেশি এগিয়ে ফালতু কোথাকার
333	Personal Hate	যারা প্রশ্ন করছেন তারাও তো গর্দভ।
52	Personal Hate	দেরকে এ্যাওয়ার্ড হিসেবে পুরাতন বদনা দেওয়া হক। 
1030	Geopoitical Hate	24 বছর একসাথে থেকে বাল ছিড়েছে এখন এক হয়ে আটি বাধবে।
1289	Gender abusive hate	খানকি মাগি তরা সমাজ টাকে নষ্ট করে ফেলতেছিস ।
456	Political Hate	মাহি শুয়োরের বাচ্ছা অটিস্টিক জয়ের এজেন্ট 
339	Personal Hate	বাল পাক্না পুলাপাইন 
252	Personal Hate	কত জন যে চুদছে মাগীর ভোদাতে, স্পর্শীয়া মাগী। 
1369	Gender abusive hate	তরা শুধু মাগি না তরা বেসসা মাগি,কাছে পাইলে আমার সোনা তর মুখের বিতর দিয়ে দিতাম।
549	Political Hate	তারেক আসলে বেয়াদব । 
1026	Geopoitical Hate	বিজিবির হুইসেল শুনে মিয়ানমারের কুতা গুলোর বুক কাপে।
1120	Geopoitical Hate	কুত্তার গলায় মুক্তোর মালা যেমন সুচির গলায় তেমন লাগে তাই ওর কাছে নোবেল পুরস্কার মানাই না 
544	Political Hate	এ মাগির পুলা তুই চুর কিসের দেশ নায়ক তুর মারে চুদল পাকিছতানিরা তুইআবার বড় বড় কথা বলিস
847	Religious Hate	ভারত কোন হিন্দুদের তাড়াচ্ছে না তাড়াচ্ছে মুসলিম জেহাদি মোল্লাদের ! 
149	Personal Hate	খানকি মরলে বুজবি।
1374	Gender abusive hate	তোর মায়ের আর তো এক সাথে গুদ মারবো খানকি 
637	Political Normal	বিএনপিকে যদি সমাবেশ করতে দেওয়া হতো, তাহলে এর চেয়ে ২০ গুণ বেশি লোক সমাগম হতো, মিছিল হতো।
781	Political Normal	আওয়ামীলীগ এর আইন সম্পাদক যে বলছে তারা বিচারপতি সিনহাকে কিছুই করবেনা, শুধু আইনের লড়াই করবে
705	Political Normal	আমারদের কে তো উঠে দাঁড়াতে হবে তা না হলে আর ৫ বছর পর আমাদের মরা মুগের সমান দাম দিবে না / তাই তো আমরা এখন যুক্ত মুক্ত ফ্রন্ট নিয়ে ব্যাস্ত।
765	Political Normal	বর্তমানে বাংলায় আপনাকে খুবই দরকার । প্রয়োজনে শহিদ হয়ে যাবেন !
457	Political Hate	মাহি বি চোধুরী, এ তো দেখি পুরাই আওয়ামী দালাল । 
395	Personal Hate	শয়তানের বাচ্চা মরিস না কেন 
159	Personal Hate	আর আসিফ তোর নুনু এই কারনেই ছোট
545	Political Hate	তুই মরলে দেশে সানতি আসবে
915	Religious Hate	ইসলামে বর্বরতা চারা আর কিছুই নয়। 
1167	Geopoitical Hate	সৌদি আরবে মানুষ খাদাম নিরজাত করে এবং তারা মুলমানদে ফখে কথা বলবেনা 
1133	Geopoitical Hate	মাদারির বাচ্চারা ভারতের দালাল 
273	Personal Hate	বাংলাদেশ তে ভাগ মাগি নাহলে তোর পাছায় লাত্থি দিয়া মায়ানমারের পাঠামু
874	Religious Hate	মালাউন কে জুতা পেটা করা হোক। 
115	Personal Hate	যে কমেন্টের রিপ্লাই দিয়া সৌভিকের চামচামি করবে,তার মাকে আমি কন্ডম ছাড়া চুদি
1215	Gender abusive hate	খানকি কে গুদে টেন ঢুকাতে হবে 
798	Political Normal	মেয়েদের নিরাপদ রাজনিতি করতেও দেয় না এই সরকার 
895	Religious Hate	৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা মেয়েদের বিছানায় নিতে পাগল হয়ে থাকে।
1018	Geopoitical Hate	খানকির বাচ্চা ফাকিস্তানী ৷ 
1368	Gender abusive hate	তুরে চুদতে হলে শিবিরের পুলা লাগবে মাগি শালি রাজাকারের গোলাম 
437	Political Hate	মাহি বি চৌধুরী আওয়ামী লীগের দালাল
505	Political Hate	এটি তুই কি বুঝে শুনে বলেছিস,না মাল পানি খেয়ে বলেছিস । 
420	Political Hate	এগু লো বি এন পি র বিরু দ্ধে মা হির চক্রান্ত 
1054	Geopoitical Hate	আমরা বাংলাদেশিরাই এশিয়ার চ্যাম্পিয়ন হয়েছি চোরের বাচ্চা ভারতের মত আম্পায়রে সাহায্য নিয়া জিতি নাই 
264	Personal Hate	পরিচয়ের আগেই চুদে দিলো... 
631	Political Normal	গোটা দেশের মানুষ আজ ঐক্যবদ্ধ। 
242	Personal Hate	পয়দা হওয়ার পর যত গালী শিখছি সব ওর স্পর্শীয়ার গুদে দিয়ে দেব।
585	Political Hate	পাথ একটা বেয়াদব বাপরে আগে বালফালায়
1163	Geopoitical Hate	সব চেয়ে নিকিষ্ট খারাব পাকিস্তানিরা
471	Political Hate	তোরা নির্বাচন করলে তোমরা দুই আসনে পাবি না
1352	Gender abusive hate	তোরা ওরজিনিয়াল মাগির চেয়ে খারাপ। কুত্তায়া মনে হয় তোরা নিজেদের জালা মিটাস তাই এরো কম খারাপ কথা তোদের মুখ দিয়ে বের হয় বেসসা গোলা।
947	Religious Hate	আরে জানোয়ার তুই ইসলামকে ঘীনা করিছ তা হলে তোর নামের সাথে কেন এখন পোরজনত ইসলাম লাগানো আছে।
45	Personal Hate	মিয়া ইউটিউব এ সাবস্ক্রাইব পাও না তাই ওদের মতো মানুষ কে ব্যবহার কইরা সাবস্ক্রাইব নাও তোমরা
296	Personal Hate	এই কুত্তার বাচ্চা এটা কি ইংলিশ অনুষ্টান মাদাদর চোদ
1225	Gender abusive hate	মাইয়ারে পাইলে দুধ এর উপর ঘুম যাইতাম, আহা সেই মাল,
720	Political Normal	সামনে নির্বাচনে আপনাকে দেশে দেখতে চাই সবাই গুদ r জন্য দোয়া করবেন 
75	Personal Hate	তোরে এক্কেবারে চোরের মতো লাগতেছে
1118	Geopoitical Hate	কাংলুদের মায়ের শখ হয়েছে চীনা বারা খেতে 
979	Religious Hate	আরে শূয়োর তোর নামের শেষে রহমান, তা তুই বদলাস না কেন? ইসলাম নিয়া এত চুলকায় আর ইসলামী নাম রাখার কারনে তোর চুলাকায় না।
719	Political Normal	রিয়েল নেতা- স্যালুট জনাব তারেক রহমান। 
1240	Gender abusive hate	মাগির ভোদায় এতো জ্বালা কেন, 
1050	Geopoitical Hate	ভারতের গুদে এত ভয়, 
958	Religious Hate	খানকি মাগি। আমাদের ইসলাম ধর্ম নিয়া কোন কথা বলবি না। 
868	Religious Hate	সব ইহুদীকে মেরেফেলা উচিৎ ছিল
307	Personal Hate	খুব সুন্দর ও সেক্সি লাগছে।
660	Political Normal	এই চ্যান্সেরি ভবনটা যখন তৈরি করা হয় তখনই আমার নির্দেশনা ছিল, এখানে যাঁরা সেবা নিতে আসবেন সেদিকে লক্ষ্য রেখে বন্দোবস্ত রাখার। 
867	Religious Hate	এই পৃথিবীতে একটা মহাপাপ ধর্ম আঁছে তার নাম হলো আব্রাহামিক ধর্ম
280	Personal Hate	তারউপর এটা কেমন টাইটেল দিছস তোর ভিডিওর?
982	Religious Hate	আগে নাম বদলায়া একটা নাস্তিক নাম রাখ।তোর বাবা মার কপাল খারাপ তোর মতন শুয়োরের জন্ম দিসে।
938	Religious Hate	মুহম্মদ দুনিয়াতেই মাগিবাজি লম্পটগিরি করল তার উন্মত জন্নতে মাগীবাজি করবে।
334	Personal Hate	টয়া একটা ফালতু মেয়ে,...... 
661	Political Normal	দেশের ডিজিটালাইজেশনের সুফল এখন প্রত্যন্ত অঞ্চলের জনগণের মতো প্রবাসীরাও পাচ্ছেন। 
615	Political Normal	ব্যান্ড সংগীতকে আইয়ুব বাচ্চু এক অনন্য পর্যায়ে নিয়ে গেছেন।
1364	Gender abusive hate	তুই আসলে মাগিরে চুতমারানি 
916	Religious Hate	মুস্লিমগুলা হলো শুয়োরের বাচ্চা,
772	Political Normal	পার্থ কে প্রধানমন্ত্রী চাই। সে অসাধারন 
1328	Gender abusive hate	টোর ভোদাতে সিল মারবো।
500	Political Hate	জামায়াতের একটা কর্মীর জ্ঞান নাই যার মধ্যে সে নাকি বি এন পিকে জামায়াত ত্যাগ করতে বলে । 
244	Personal Hate	ছিছিছি এই মেয়েটা এত নোংরা ভাপ্তেও পারিনা।
1244	Gender abusive hate	মাগির দালালের বাচছা মাগি 
612	Political Normal	বিচারাধীন মামলার এসব আসামির মুক্তির উদ্যোগ নেওয়া হয়েছে। 
352	Personal Hate	ফালতু চেহারা, ফালতু বয়ান। 
746	Political Normal	আন্দালিব রহমান পার্থ বাংলার বারুদ 
766	Political Normal	আমার বাবা মা আমার আদর্শ, আমার দেশের জনগণ আমার রাজনৈতিক শক্তি। তারেক জিয়া। 
576	Political Hate	ভাই কুত্তালিগের দালালি ছারেন সত্তকে প্রকাশ করেন জাতির জনক হল জিয়াউর রহমান 
454	Political Hate	মাহী তুই মাগীর ছেলে জারজ 
972	Religious Hate	তোদের মত নাস্তিকের বাচ্চার জন্য মুসলমানদের আজকের বদনাম 
683	Political Normal	পার্থ ভাই, আমি যতটুকু বুঝি তাতে মনে কি যে, আপনার কথায় অনেক যুক্তি আছে। 
153	Personal Hate	ইজ্জত আর রাখলি না খানকির পয়দা 
830	Religious Hate	কাংলাদেশের মুসলিম দম আছে তো ভারতে করে দেখা , তোদের গাড় ফাটিয়ে দেব। 
413	Political Hate	সকালে একটা বলেন, বিকেলে আরেকটা বলেন ।  
63	Personal Hate	সব বলদের বলদা মার্কা প্রশ্ন।
1081	Geopoitical Hate	এই খানকি ভারত বাংলাদেশ কে দান করেছ। পাকিস্তান আতঙ্কবাদী দেশ 
921	Religious Hate	খানকির পোলা চারালের বাচ্চারা নিজেগো চোদাইন্না ধর্ম রে আগে চিন ঠিক মত। 
281	Personal Hate	যারা বিচারক তারাই ছাগল তা যারা প্রতিযোগিতা তাদের কি অবস্থা হবে
430	Political Hate	এই বি মাহি মার্কা লোকের কোন দরকার নাই । । । 
740	Political Normal	আন্দালিব রহমান পার্থ খুব বুদ্ধিমান একটা লোক , তার সংলাপ সত্যি অসাধারণ .
475	Political Hate	সামনে জুতা পেটা অপেক্ষা করতেছে মাহি । 
804	Religious Hate	হযরত গৌতম বৌদ্ধ ? হা হা হা হা হা !! তুরা কি গরু না ছাগল রে কাদিয়ানীর বাচ্চারা !!
977	Religious Hate	খানকির পোলা,হিন্দুদের ধর্মের প্রতি দরদ নাই, ,মুসলমানের আছে তুই ধর্মের কি বুজস, 
1162	Geopoitical Hate	পাকিস্তানের বড় বড় বোদা আছে সে বোদা দিয়ে পাকিস্তানের মাওবাদী সন্ত্রাসী হয় 
704	Political Normal	ডঃ কামাল হোসেন এখন দেখতেছে জোট হইলো না 
672	Political Normal	রনি ভাই আসলে এবাভে তেল মারলে হবে না 
125	Personal Hate	ওকে প্রশ্ন করা উচিৎ চিলো,এই অডিসনে এই পজিসনে পোচাতে কয় টা খাটে রাত কাটাতে হয়েছে।
839	Religious Hate	বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে.
727	Political Normal	জিয়া জাতির নেতা।আমার কাছে একমাএ জিয়াই নেতা।
1375	Gender abusive hate	তোরা আসলেই মাগি, তাইতো তোরা পরিচয় দিলি,
197	Personal Hate	বুকের দুই পাশে দুই টুকরো ছিড়ে ফেললে আরও সুন্দর ও সেক্সি লাগত। 
1247	Gender abusive hate	মাগি ও মাগিরে তুই অপরাধীরে 
1354	Gender abusive hate	তোরা দুই জনে অাসলে মাগি। কেমনে তুলনা করলি মারে মাগির সাথে। চুদির মাগি...... 
61	Personal Hate	বাল গুনে ছেড়ে দিলেও ম্যাগাজিন অনুষ্ঠান। 
1258	Gender abusive hate	এরা মানুস নামের কল্নক মাগি স্বামি যত খারাপ হয় না কেন তাঁর পায়ের নিচে তুর বেহেস্ত 
286	Personal Hate	তুই শালায় এই ডি কি লাগাইছোস
1184	Geopoitical Hate	পাকিস্তান কে বিশ্ব ম্যপ থেকে মুছে দেবো নিশ্চয় জয় হিন্দুস্থান 
494	Political Hate	তোমরা কোন দেশে থাকো,কথা কথা ষড়যন্ত্র খুজো,কি বাল আছে তোমার দেশে 
556	Political Hate	হাইরে পাকিস্তানের বিজ একটু সম্মান দিয়া কথা বল, তর মা পাকিস্তানের দাশিকে নিজের মেমে বলে পরিচয় দিছিলো
885	Religious Hate	এইসব কাটমোললারে জুতা মারলেও লজ্জা হবেনা।
999	Religious Hate	তোরা নিজেদের চরকায় তেল দে। তোর মতো ছুচো বা চিকা একটা মলের কিট শান্তির( ইসলামের) কথা না বললেও চলবে।
310	Personal Hate	টয়ার কেরিয়ারকে দেখতে চাই কনডোমের মাদদোমে 
1334	Gender abusive hate	তোরে হাতের কাছে পাইলে জুতা দিয়ে পিটাইতাম বেয়াদব মেয়ে।
553	Political Hate	শালা শুয়োরের বাচ্চার অবস্থা দেখ, খানকির পুত জারজ সন্তান, তর মা ধর্ষিতা ও মূর্খ তুই ও মূর্খ বেয়াদবের বাচ্চা বেয়াদব । 
937	Religious Hate	তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক।
1224	Gender abusive hate	এই ডির বোদার মদেদ বর কালা বেগুন দিয়া এক বার ডুকান জেত আরেক বা বাহির করন জেত তখন এই ডি ঠানডা হলো নে
1220	Gender abusive hate	এই সব মহিলা দের কে ছবি তুলে ইচ্ছে মতো মরিচ লাগিয়ে দেন যাইগা মতো পুলিশ ভায়েরা 
183	Personal Hate	ওই কুকুরের বাচ্চা মেয়ে দেখলে দন খারা হয়ে যাই নাকি সালার 
1172	Geopoitical Hate	ফহিন্নি কলকাতার মানুষ
30	Personal Hate	ইসব রেপাররা গঞ্জিকা শেবন করে গান গাই তাই এই অবস্থা।
392	Personal Hate	সালিরা মিস ওয়ার্ল্ড আইছে নাকি গাজাখুরী কথা বলতে আইসে
274	Personal Hate	শালারপুতরা বললে বাংলাই বল খিচুড়ি বলিস না। 
988	Religious Hate	তুই নাস্তিক হবি হিন্দু হবি খৃষ্টান কিনবা মুসলিম এটা তোর ব্যক্তি গত ব্যপার
1241	Gender abusive hate	মাল ঠিক আছে খেলে আরাম পাওয়া যাবে সেক্সে পুরা শরীরটা ভরা
1338	Gender abusive hate	ভোদাটা কি ঠোটের মতো সুন্দর।
854	Religious Hate	আই দেখিয়ে দেব এবার ।মুসলিম দের কে এবার জবাই করবো।জয় শ্ৰী রা
240	Personal Hate	তুই একটা মাগির পোলা 
981	Religious Hate	তুই তো টাকার কাছে তোর ধম বিক্রি করছ ত তুই তো মানুষ নামের জানোয়ার হারে নাস্তিক আল্লা র খমা চা 
973	Religious Hate	মুসলমানের খাবি মুসলমানের পোরবি ইহুদী-খ্রিষ্টানদের দালালি করবি 
86	Personal Hate	কোরবানির হাটে বারি খেয়ে। বালের কনটেন্ট বানায়। হিজরায় 
1270	Gender abusive hate	মাগিই তো মাগিই হয় 
1281	Gender abusive hate	আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে।
504	Political Hate	কিরে রনি,তুই কি মাহির ও ছাত্র হওয়ার যোগ্যতা রাখিস না?
1095	Geopoitical Hate	ভারত বাংলাদেশ ত্রখি 
901	Religious Hate	গল্পের রাম-কৃষ্ণের সাথে কি বাস্তবের নরপিশাচ মুহম্মদের তুলনা হয়?
1072	Geopoitical Hate	হিজ্রা একটা দেশ। সূচি একটা হিজ্রা মাগী 
502	Political Hate	দেশের মানুষ একদলের শাসনে অতিষ্ট হয়ে গেছে আর বেশ্যের ছেলে ব্যবসা ঠিক রাখার জন্যি সরকারের সাথে আতাত করে হিয়ালী চুদাচ্ছে 
438	Political Hate	মাহী তুই একটা হাইওয়ান 
279	Personal Hate	ব্রা বলে? হা হা হা শালা লুচ্চা
64	Personal Hate	শালা বাঞ্চত বালের ভিডিও বানাস।
1252	Gender abusive hate	এই খানকি তুই একটা বাসটেট 
617	Political Normal	মাদকমুক্ত সমাজ ও নারীর প্রতি সহিংসতা রোধে তিনি ছিলেন একজন বলিষ্ঠ সংগীত যোদ্ধা। 
540	Political Hate	শেখ মুজিব না থাকলে, দেশ স্বাধীন না হলে জিয়া তোর মা আর তোর মত কুত্তারে স্বীকার করত না
1144	Geopoitical Hate	পাকির দালল গুলারে জুতা মারা উচিত
1297	Gender abusive hate	খানকিরা আল্লহর ভয় নাই 
536	Political Hate	হালারা সব মাতাল সমাজটাকে নষ্ট করে পেলছে । 
1340	Gender abusive hate	আপু ভুূদা চুইতে কী হয় 
647	Political Normal	তবে দেশের স্বার্থে নতুন মেরুকরণ হতে পারে। 
246	Personal Hate	"আপনার নাম যে কেন সবাই ""চটি আজাদ"" রেখেছে, তা আজ বুঝলাম। "
1261	Gender abusive hate	ওর বুদায় এসিট ঠেলে দেও 
111	Personal Hate	বিয়ে তো করছে এক মক্কল বেডারে যেন বাইরে বাইরে ইত্রামি করতে পারে।
551	Political Hate	এই হবে গদফাদার সন্ত্রাসি ক্রিমিনাল যার কথা আর বডিলেংগুয়েজ দেখলে বুঝা যাবে ভবিষতে কত বড় ক্রিমিনাল হবে । 
22	Personal Hate	সব গুলো আজাইরা ভিডিও এক সাথে করে নিজে ফায়দা লুটে নিলেন।
658	Political Normal	আমাদের নিজস্ব দূতাবাস ভবনটি আজকে উদ্বোধনের সময় আমার বারবারই মনে পড়ছিল আজ যদি জাতির পিতা বেঁচে থাকতেন তাহলে বহু আগেই বাংলাদেশ বিশ্বে একটি মর্যাদার আসনে অধিষ্ঠিত হতো। 
1209	Gender abusive hate	তোর মায়ে কি ইংলিশ চোদা নাকিরে!
1361	Gender abusive hate	তরে আমি শুদু একবার চুদমি মাগি আমার 
676	Political Normal	রনি ভাই আপনার সাথে এদেশের লক্ষ কোটি প্রগতি শীল মানুষ আছে। 
