Data,Label
"ভাইয়া আপনার ভিডিও গূলো অনেক ভালো লাগে আমি দেশের বাইরে প্রায় পনেরো বছর ধরে বাংলাদেশে খুব কম আসা হয় । কারণ আমার পরিবার নিয়ে থাকি , তাই দেশকে খুব মিস করি , তাই আপনার ভিডিও গুলো খুব দেখি , আমরা আরো ভালো ভালো খাবার জায়গা ও খাবার দেখতে চাই ",1
ভাই কল্যানপুর থেকেই বাস ছাড়ে নাকি অন্য জায়গা থেকেও ছাড়ে ? আর যে দিন যাব ঐ দিন টিকেট কাটতে পারব নাকি আগে থেক কেটে রাখতে হবে,0
আপনি আর ভিডিও দিচ্ছেন না কেন । ?,0
ধন্যাবাদ পুলিশ কর্মকর্তা কে এবং স্বপ্ন কে ,1
"মজার ব্যাপার হচ্ছে বলিভিয়া প্রেসিডেন্ট নিজেও আগুন নেভানোর কাজ করছে , আর বাংলাদেশের নেতাদের টয়লেটে গেলেও গাড়ি লাগে , আগে পিছে দেহরক্ষী থাকে বারো জন , প্রেসিডেন্ট তো পরের কথা , এলাকার মেম্বারের পিছনে থাকে পঞ্চাশ জন । মেজাজটা চরমে ওঠে গেছে ",2
শালার পুট তুই কি কানা নাকি,2
আমি যেদিন বড়ো লোক হব আমিও অনেক খাবো,1
সুনলাম তারক দা নাকী মারা গেচে,2
"আমার দুইটা প্রশ্ন , আশা করি উত্তর দিবেন , আমি ভারত ভ্রমণ করতে চাই , সে ক্ষেত্রে আমি যে টাকা নিজের সাথে বহন করবো তা পাসপোর্টে উল্লেখ করতে হবে কিনা ( মানে ডলার ইনডোর্স ) । এবং বাংলাদেশ - ভারত সীমান্তে টাকাকে রুপিতে চেন্জ করা যাবে কিনা , ধন্যবাদ ",1
"মামীমারে কইয়া দিবানে , আমারে বাদ দিয়া মামা আজও কইলকাতায় গিয়া চিকেন স্টু খাইশেন , আমি পাশেই খাড়া শিলাম এক বারও জিগাইলনা ",2
কয়দিনের জন্য বহিষ্কার করল,0
"ভাই শান্তিতে থাকুন , ধর্ম কিন্তু আনেক আনেক মহান তাকে নীচে নামিয়ে নিজেকে ধার্মিক বলে জাহির করবেন না । আপনাদের মতো মানুষ অশান্তি ভেদাভেদ খোজ করে বেড়ান আর রঙ্গ দেখেন , আপনাদের জন‍্য ই এতো হানাহানি কাটাকাটি অশান্তি ",2
রানার জন্য শুভ কামনা র‌ইল ,1
"ধিক্কার জানাই এই কুলাঙ্গার দের , আমাদের দেখা ছাড়া কিছুই করার নাই , কিন্তু সৃষ্টিকর্তা তোদের বিচার করবে ",2
পুলিশের মাকে দোচতে হবে আগে ,2
1 । ভারতের ট্রানজিট ভিসা পেতে তিন বছরের বাচ্চার জন্যও কি আপ - ডাউন টিকিট কাটতে হবে,1
"ভাই তোমরা খারাপ কিছু একটা থাকলেও বলবে না , ভাল তা আমরা সবাই জানি । তোমরা সবাই তেল বেশি মারছ ",2
আপনার প্রতিটা ভিডিও দেখি । আমার অনেক ভালো লাগে । চালিয়ে যান সব কিছু ভালো ভাবে । শুভ কামনা আপনার পথচলার জন্য,1
সবাই করলে লিলা খেলা আমি করলেই দুশ,2
এধরনের লটারি বিজনেসে বড় ধরনের সিন্ডিকেট চক্র কাজ করে থাকেন খামাখা এধরনের লটারি দরার দরকার কি সিন্ডিকেট চক্র কে মোটাতাজা করা হয়েছে,0
ভাই কুমিল্লা মনোহরপুরে মাতৃ ভান্ডারের রস মালাই আর মামা ভাগিনার দই ফুচকা টেস্ট কইরেন ,1
রাখে আল্লাহ মারে কে । আল্লাহ মহান,1
"আমি যেবার গিয়েছিলাম সেবার ও বাসটা কাকাতালীয়ভাবে ওটা ও 1 ঘন্টা লেট ছিল । পরের ভিডিও গুলোর দেখার অপেক্ষায় রইলাম । যদি ও আমি গ্যাংটক ঘুরেছি , তবু ও দেখব কারন আপনার ভিডিওগুলো খুব ভালো লাগে ",1
আপনার প্রথম বাক্য টির সাথে একদম সহমত পোষণ করছি,1
"বাইজান কাডের বেন্স হল নামের , বাচাইচে আল্লাহ ",0
এই অসময় লোকটিকে টাকা পাওয়ার ব্যবস্থা করে দেয়া হোক,0
"সরকার ঘরে ঘরে বিদুৎ দিছে , বিল পরিশোধ করবা না ",0
বাংলাদেশে এটা বিক্রি হয়না । হলেও দুই একটা স্থানে হতে পারে,0
"সৎ ব্যাবসায়ী , এই ছেলেটি কে দেখে অসৎ ব্যবসায়ী দের শিক্ষা নেয়া উচিত ",0
আঙ্গুল চেটে মাংস খেতে দেখে খুব ভালো লাগল,1
পিবিআই প্রধান ও হিন্দু ! এখন এন । এস । আই । প্রধান কে,2
নিয়াজ ভাই আর সুজন ভাই কি আপন ভাই ? চেহারায় অনেক মিল,1
তাই বলি ভিডিও আপলোড দেই পোস্ট হয় না কেনো,0
তবে আদনানের মুখে মার্ক উইন্সের মতো অতি থেকে অতিরঞ্জিত কার্টুনিশ এক্সপ্রেশন অন্তত একবারের জন্য হলেও দেখতে চাই । ওনার মুখে ঐ রকম এক্সপ্রেশন দেখতে কেমন লাগবে ভাবতেই আমার পেটে হাসির ভূমিকম্প উঠছে । হা হা হা ।,1
এসব পুলিশকে ল্যাংটা করে ঝুলিয়ে পিটিয়ে মারা দরকার এই সব পুরুষের জন্যই বাংলাদেশের জনগণ পুলিশের উপর আস্থা রাখতে পারে না এসব পুলিশকে চাকরি থেকে বহিষ্কার করা এবং ৫০ হাজার টাকা করে জরিমানা করা দরকার,2
মাঝে মধ্যে হালিম খাওয়ার জন্য বাঙালির জিভ সুপ সুপ করে,1
সাময়িক ভাবে কেনো চিরো জিবনের জন্য বহিষ্কৃত করা হোক,2
আপনি তো এখনো কথা বলতে পারেন না ভাই আরো ভালো ভাবে বলতে হবে,2
সিলেটে অনেক রেস্ট্রুরেন্ট আছে কিন্তু পাঁঁচ ভাই সেরা একলা একশ,1
এই ভিডিওতে আন লাইক মাদা,2
"ছোটলোকের বাচ্চা দালাল রে , কেন মাইর খাইতে আইসস , পাহাড়িচোদা খোর ",2
জাহিদুল ভাইকে পুরো কৃতিত্ব দিলাম । ❤️❤️❤️,1
ওর কি দোষ ভাই আমাদের শিক্ষা ব্যবস্হাই এমন. ও হয়তো চাইছিলো সংস্কৃতিতে পড়তে ঢাবি দরিয়ে দিয়েছে আরবি । .,2
"ভাই , ইন্ডিয়ে গেছেন 2 দিন ",1
"ইরান মুসলিম দেশ , কিন্তু উহারা কিন্ত অন্য জাতের ",0
ডাক্তার হইস না.মাইর খাবি. এদেশের মানুষ রা ডাক্তার এর সম্মান করতে জানে না,0
"В Бангладеше не был , а вот в Таиланде покупал еду на улице очень вкусно ",0
"যদিও এদের পেশাটাকে ঘৃণা করি , তবুও চোখের কোণে পানি চলে এসেছে ",0
দয়া করে আপনারা ওই অসহায় লোকটিকে এই লটারির টাকা পাওয়ার জন্য প্লিজ সাহায্য করুন । আল্লাহ্‌ আপনাদের মঙ্গল করবেন ইনশাআল্লাহ্‌ । আর যারা টাকা দিচ্ছেনা তাদের দৃষ্টন্তমূলক শাস্তি দাবি করছি,1
কলকাতা কাচ্চি ঘর় এবং গ্রান্ড নবাব এর কাচ্চি,1
পড়া শেষ হয়েছে ? হা হা হা । : :,0
ঘাস সেদ্ধ করে খেতে পারেন । আজকাল মনে হয় কাঁচা ঘাস হজম হচ্ছে না আপনার,2
"যখন ই শেখ হাসিনার ভাষণ শুনি সবই , ( বি এন পি ) ",0
ভাইয়া আমি আমার হাজবেন কে দিয়ে খাবার টা এনে ছিলাম কিন্তু আমাদের কে টিকিয়া আর খাবার ও কম দিছেন টাকা তো কম নেয়নি,1
ধারণা তো করলেন অনেক কিছুর কিন্তু ব্যাগে টাকা ছিলো এটা সবার জানা । চোর / শুয়োরছানা পুলিশেরা ,2
আগে দেখলাম বাই বিডিও টা কি পুরুস্কর পামু,0
রানা দের মত ছেলেরা জাতে হারিয়ে না জায়,1
ও কুততা আমি ওকে কুততা বলী ও মরার পর কুততা হয়ে আশলে আমি ওকে নিবো ,2
বয়স হলে বয়স্ক না লাগানোর কারন কি । আর কাউকে কলপ করতে বলা ভাল কোনো ভাল উপদেশ না,2
গান গাইলে ভাইরাল হয় কুরানের হাফেজ হইলে ভাইরাল হয়না হে আল্লা আমাদের সকলকে সঠিক পথে চলার তৌফিক দান করুন আমিন,2
মূর্খ মানব কাঠ এর বেন্স বাচাইতে পারে না । বাচানোর মালিক এক মাত্র আল্লাহ ❤ ❤,1
ভাইয়া অসাধারন । আপনি সত্যি সাধারন কে অসাধারন বানায় ফেলেন । অস্থির,1
"শুনেছি মেয়েরা নাকি ঝাল , টক খাওয়ায় ওস্তাদ , কিন্তু সম্ভবত আমিই একমাত্র মেয়ে যার ঝাল টক এসব দেখলে মুখে জল আসা তো দূরে থাক উলটো দিকে দৌড়ে পালায় ",0
এই তিন পুলিশ দের কোনো কথা না বলে সরাসরি গুলি করে মাদার সুদদের বুক ঝাঁঝরা করে ফেলা হই,2
এরা পুলিশ না এক একটা লুচ্চা,2
দামাদামি না করলে আনেক জায়গায় কট খেতে হয়,0
ভাই আপনার পেট খারাপ হলে আমি দায়ী নই কিন্তু,1
শুধু কি আপনি একাই খান নাকি সাথে যে আছে তাকে দেওয়া হয়,0
এটা অনেক আগে এসেছে আমাদের ইন্ডিয়া যে আর চলছেও ,0
হিংসা বিদ্ধেষ ভুলে সত্যকে জানুন ,1
আল্লাহর অশেষ রহমতে নদীতে ডুবে মরতে নিসিল । আল্লাহ তুমি অনেক দয়ালু । পানিতে ফেলে দিলা,0
পাপন যতদিন বি সি বি সভাপতি থাকবে দলকে নিয়ে ভাল কিছু আশা করা যাবে না,2
"শালা কয় কি , হাগল ",2
ব্যাপারটার জন্য অতি সংবেদনশীল মাউথপিস দায়ী,0
কোন ভালো মানুষের সন্তান পুলিশের চাকুরী করে না,2
দয়া করে আপনার স্ত্রী কে সাথে নিয়ে কোন ধরনের পোস্ট দিয়েন না,2
আপনারা 8 জন সদস্যদের মধ্যে বগুড়ার জেলায় কারো বাড়ি,1
"এই দেশ চোরের দেশ , গরীবের কোনো হিসাব নাই , এক দিন হিসাব দিতে হবে , কিয়ামতের মাঠে ",0
2 জনের কত টাকা লাগবে ভাইয়া জানাবেন,0
অন্তত ধর্ষনের জন্য হলেও একটা কুরাআনের আইন চালু করা হোক । ধর্ষন তো দূরের কথা কেউ তাকাতেও সাহস পাবে না,0
ফার্মের মুরগি হলে ১০০ টাকা কেজিতে পাওয়া যায় । এখানে ডিফারেন্স,0
"পুলিশ আর শুয়োর একই জিনিস । শুয়োর কে যতই না করা হউক তারপরেও ময়লা যায়গাতে যায় । আমাদের দেশের পুলিশ তেমন , যতই সাবধান করা হোক , খারাপ কাজ কখনোই ছাড়বে না ",2
রাত 1 । 41 এ এই 10 মিনিটের ভিডিও দেখে ক্ষুধার্ত হয়ে গেছি : ' ),1
তাদের কথা শুধু পুলিশ জানতোই না পাহারাও দিতো  ,2
ভাই এই সফটওয়ার দিয়ে শাটার লাইফটাও কি জনা যাবে ? যদি না জানা যায় তাহলে আপনিেএকটু বলে দেন ৫৫০ ডি এর শাটার লাইফ কত ?,0
কি বালের বিচার এটা । সাময়িক কেন । অজীবন না কেন,2
এ-ই দেশের পুলিসের থেকে কুকুর ও ভাল কারন কুকুরকে খাবার খাওয়ালে কুকুর তা মনে রাখে । কিন্তু পুলিস টাকা পেলে নিজের করমের কথা বুলে যায়,2
"আপনি যে কেটাগরির রুমে থেকেছেন সেটার ভাড়া টা ও বলবনে , ধন্যবাদ ",1
ট্যুর টি ভালোই যাচ্ছে ভাইয়া ❤ ,1
কমেন্ট বক্সে অনেকই আবেগে আপ্লুত আমাদের দেশে ক্রিকেটে রাজনীতি আছে ভারতে নেই ,2
"সরকারকে জানান , তাহলে বুজবে সরকারের এতো অধপপতন কেনো হয় ",2
"গিয়েছিলেন ইনি , এনার পুরোনো ভিডিও খুঁজলে পাবেন ",0
"আপুও খায় , ভিডিও করার পরে ",0
সেলফি ব্রিজ এ চটপটি ফুচকা পাউয়া জায় ,1
এটা রেন্ডিয়ার চালাকি আর কিছু না,2
"যারা ঢাকা থেকেছেন তারা বুঝবেন , ঢাকাতে যে পরিমান সরকারি প্রাইমারী স্কুল দরকার সে পরিমাণ সরকারি প্রাইমারী স্কুল নেই । আর যা আছে সেই স্কুলে প্রচুর ছাত্র ছাত্রী । , আর সেখানে ও চলে ব্যবসা ",1
নুরু ভাইকে যে যাই বলুক না কেন_ নুরু ভাই শত মার খেয়ে বা নির্যাতন সহ্য করেও_ কোন ভয় না রেখে সত্যটাই সব সময় উপস্থাপন করতে চেয়েছেন,1
তিনি আইনশৃঙ্খলা রক্ষাকারী বাহিনিকে নিরপেক্ষ ভাবে কাজ করতে সহযোগীতা করাই,0
এ যুগ এর কিছু ছেলে মেয়েদের যদিকউ বলে বাংলাদেশের জাতিয় খেলা কোনটা সে বলবে জুয়া বাংলাদেশের জাতিয় খেলা হাডুডু কোথায়গেল মনেপড়ে সেই খেলার কথা ,2
আমি রানা হারা বছর সেহরি ছাড়া রোজা,1
ভাইয়া ওইটা ডিম চপ না । ডিম এর পাকোরা । সিদ্ধ ডিম বেসনের ব্যাটার এ কোট করে ভাজা হয়,0
লাক লাক শুকরিয়া আল্লাহর কাছে,1
পুলিশ দের জন্য গাজার অপমান করবেন না,2
"ভাইয়া আমি সব সময় নরমাল ভাবে খাই , মানে খাওয়ার দরকার খাই , কিন্তু আপনার খাবারের ভিডিও টা দেখার পর থেকে খুব আনন্দ করে খাই , খারাপ রান্না হলেও আপনার মত করে খাই , তখন মনে হয় খাবারের স্বাধ টা বেড়ে যায় ",1
ভাই কি বলবো ভাই আমি তো হততো হারা,0
খাই - দাই । কম হারায় কেন গেসে ভাইয়া,0
"খুব মজা পাইলাম , আরো বেশি মজা লাগছে নিজের পরিচিত কাউকে আপনার সাথেদেখে , ( জ ) কে ",1
আপনি বিস্মিল্লাহ বলেন তাই খুব ভাল লাগে,1
এমন কপাল যে ছেলেই হয়েছে,2
এটা কিছুই শুধু স্বপ্ন সপের প্রচারের একটা চাল,2
লটারি ইসলাম ধর্মমতে এমনিতেও হারাম ! তার উপর প্রতারণা ! এসব চোর বাটপার প্রতারক গুলোকে গণপিটুনি দিয়ে মারা উচিত । আর এসব প্রতারণা র বিরুদ্ধে যথাযথ পদক্ষেপ নিতে হবে সরকারকে,0
এমন কথাটা শোনে কলিজা জোড়ে গেল ,1
বড়াপাও আপনার মহম্মদ আলী রোডেই খেয়ে দেখা উচিৎ ছিল,1
"আমি নারায়নগঞ্জের ছেলে । "" নিউ জগৎবন্ধু "" এর তুলনায় "" আদি জগৎবন্ধু "" তে গেলে মিস্টির আসল স্বাদ বুজতেন ",1
তা কোনো ভাষা দিয়ে বুজাতে পারবোনা ,1
এই মাদারচোদ সৌরভ গাঙ্গুলী আমাদের চ্যাট এর বাংলা কি বালের নিউজ নিয়ে পইরা থাকো চোদানীর পোলারা বাংলাদেশের কোন নিউজ নাই ,2
মোজা ভাড়া পাওয়া যায় না মনে হয় !,0
"কারো হলেও এখানে বলবে না । বোকারা ছাড়া সবাই জানে মাওয়া ঘাট , গাবতলি , সায়েদাবাদ টার্মিনাল এলাকার খাবারের মান জঘন্য খারাপ ",2
বাংলাদেশের মানুষ স্বাধীনতা পেয়েছে কিন্তু দুঃখজনক খূধা থেকে মুক্তি পাইনি,0
নুর ভাই আল্লাহ তোমার সহয়তাই থাকবেন,0
কোটা আরর ঘুস দিয়ে চাকুরি পেলে যা হয়,2
এখানে খেলে মনে হয় না যে কোন হোটেলে খেয়েছি । এটাই বিউটি বোর্ডিংয়ের প্লাস পয়েন্ট,1
আর সকল মানুষের সর্বশেষ নবীর নাম হলো মোহাম্মদ ( সাল্লাল্লাহু আলাইহি ওয়া সাল্লম ) ,1
"হায়দ্রাবাদ এও এটা কাচ্চি , মানে কাঁচা মাংস দিয়ে তৈরী হয় ",1
অথচ শুনতে পাচ্ছি এই অমিত সাহার নাম আসামীর খাতা থেকে বাদ দিয়ে মামলা সাজানো হয়েছে  ,2
"এটা নীলক্ষেতে , ঢাকা বিশ্ববিদ্যালয় / নিউমার্কেট এরিয়ায় ",0
সম্পদ থাকা খারাপ না । বরং এতে গরীব দের উপকার হয় । যার সম্পদ বেশী সে যাকাত দিতে পারবে । এতে সমাজের কাজে দেয়,1
সেতুই তৈরি হল না এর মধ্যে টোল কিভাবে আদায় করবে সেই চিন্ত ! কি আজব খবর প্রচার,2
আর জেলের বাহিরে চোরের লোক ,2
"কথায় কথায় সু শাসন প্রতিষ্ঠার কথা বলে , এই যদি হয় তার নমুনা এমন সু শাসন মানুষ চায়না ",2
নেক্সট ভিডিও এর অপেক্ষায় রইলাম,1
৭০ রকম ভতা কেমনে হল বুঝলাম না,0
তাকে সরকার একটা কাজ দেওয়ার দরকার লাজিম,1
রক্ষক যখন বক্ষক তখন এধরনের ঘঠনা সাধারণ ✌,2
পৃথিবীর কোথায় বাটিতে কইরা জ্যান্ত মুরগী সার্ভ করে আর তা প্লেটে লাফায় বেড়ায় এমন পাইলে খোজ দিয়েন,2
বাংগালীর ঐতিহ্যটা ওপারের দাদারাই এখনো ধরে রেখেছে,0
সব জায়গায় মেয়েদেরই দেখানো হয়,0
দাঁত না থাকলেও এই মতন খাওয়া যাবে । ভালোই লাগলো,1
আদনান ভাইকে আপ্যায়ন করার জন্য আন্টিকে ধন্যবাদ,1
"আর জাজ মাল্টিমিডিয়র বিষয়ে কিছু না বললেই নয় , আপনারা যে এরকম মূর্খ তা বিচারক পছন্দ করা দেখলে বোঝা যায় । ছেলেদের সাথে যে ব্যাবহার করা হয়েছে তাতে যে আপনাদের স্টুডিও আর বিচরককে জুতার বারি খেতে হয়নি সেটা কপাল জোরে ",2
টাকা টা তার হক জেহেতু সে অনেক গরিব আল্লাহ সইবে না,1
পাঙ্গাস ১৪০ থেকে ১৫০ টাকা ২২০ নয়,0
হায় রে মাদারচুদ পলিশ রা তুদের জন্য তুদের পরিবার এখন মানুষের এর গালি শুনে,2
আমার তো মনে হয় না যে এটা একটা ফ্যাক্টরি মনে হয় একটা হোটেল কেন জানেন ছেলেমেয়েদের জন্য সুবিধা করে দিয়েছে খারাপ কাজ করার জন্য,2
ভাই আপনার খাওয়া দেখে জিভে জল আইসা পড়সে,1
"খুব খেয়াল করে দেখলুম , আইফোন নামক বস্তুটা সবাই শুধু বুকের উপর ধরে রাখে ",1
পুলিশ একটা জানোয়ারে বাচচা জানোয়ার ,2
সিরিয়ালে পিছিয়ে পড়েছিল । হা হা হা,2
আপনার ফুড রিভিউ গুলো অনেক ভালো হয় আশাকরি কিছুদিনের মধ্যেই 50 হাজার সাবস্ক্রাইবার হবে,1
পুলিশ আর পায়খানা এই দুইয়ের মধ্যে আমি কোন পার্থক্য খুজেঁ পাইনা । এই দুটা থেকে এতো দুরগন্ধ বের হয় যে কেও সামনেই যেতে চায় না । দুর্নীতি মুক্ত দেশ গঢ়তে যেমন সৎ মানুষ চাই তেমনি সুন্দর একটি আইন প্রতিষ্ঠার জন্য দুরগন্ধ মুক্ত পুলিশ চাই,2
কোথায় হারিয়ে গেল সোনালী বিকেল গুলো সেই,2
এক্ষেত্রে তাকে তার এলাকায় এমপি কে দিতে হয় 20 - 30 লক্ষ টাকা এবং তার মন যোগিয়া নমিনেশন আনতে হয় ,2
বাংলাদেশের অবৈধ জারজ সন্তান হলো পুলিশ বাহিনী । এদের কারণে দেশের আজ এই পরিস্থিতি ,2
এই জন্য বলি যেখানে সেখানে সিসি ক্যামেরা লাগানোর দরকার নাই.,2
সুবাহান আল্লাহ্ । জনগন না পারলেও হুনুমান পারলল থানায় যেতে,0
কোন শপিংমল এ প্রশ্ন হচ্ছে ,0
ভাই এই দইটা আমি খাইছি অনেক মজা লাগে,1
"আর ভাইয়া , এত মজা নিয়ে চাকুম চাকুম করে খেলে তো আমারই ইচ্ছে করে খেতে । কিন্তু আমি যে গরু খেতে পারি না এলার্জির জন্য ",0
কয়েকটা শাখা খুলতো‼️,0
আরে ভাই আপনার পেটের মেদ তো আর 10 - 12 দিনে হয়নি । বলা যায় 10 - 12 বছরের অলসতা আর অপরিমিত খাবার খাওয়ার ফল । আবার শুধু নামাজই পড়লেন কিন্তু ফাস্টফুড সহ সবই খেলেন তাইলে তো ভাই বিপদ ,0
তোমাদের জুটি দেখে ভালো লগলো চিরো জীবন এমনই থেকো মা,1
"ভাই "" আমার বউ "" "" আমার বউ "" এত বইলেন না ",1
কুলাঙ্গার জাফরের ষাঁড়ের কোন বক্তব্য তো পেলাম না । না তিনি কোন ভুতের কাহিনী নিয়ে ব্যস্ত,2
অাদনান ওর তো পরিবিশ ভালো না রে । ভাই কেমনে খাইলে,0
"আমরা সিলেটিবা ভাই গরুর মাংস দিয়া সাতখরা খাই , অন্যান্য জেলার বন্ধুদের খাওয়ার আমন্ত্রন রইলো ",1
সপ সালারা চোর ভুয়া রিপোট দেয়,2
কনটেন্ট খুব ই ভালো কিন্তু,1
ভাই আপনি সবসময় তো খান গরিবদের জন্য একটুখানি চিন্তা ভাবনা করতে পারেন,2
"হুম , চিন্তার কথা ! খাগড়াছড়ির শাপলা চত্তরে গেলে একটা ব্যবস্থা হয়ে যাবে ভাইয়া । আর একান্ত বেশী চিন্তায় পড়লে যাবার আগে আমাকে নক কইরেন , এক গাড়ির নাম্বার দিয়ে দিবোনে ",1
"প্রতিদিন একটা ভিডিও দিব বলেছিলাম । আসলে আমি বোঝাতে ভুল করেছিলাম । বলতে চেয়েছিলাম , সিকিম টুরের প্রত্যেক দিনের জন্য একটা করে ভিডিও দিব : সরি । একেক টা ভিডিও রেডি করতে অনেক কষ্ট হয় ভাইয়া । চোখে না দেখলে বিশ্বাস করা কঠিন ",1
২ আমি আমার প্রোফাইল নাম চেঞ্জ করবো না,0
শালা মাদার চুদ পুলিশ না হারামির বাচ্চা ওর মা বাবার ঠিক নাই আর এদের যে অফিসার ছাপট করে এরা বড় মাদার চুদ,2
সত্যকে প্রকাশ করার জন্য ধন্যবাদ এবং পিবিইয়্র বিচার চাই,1
ওর বোন আর আমি রাজশাহী বিশ্ববিদ্যালয়ে পড়ছি,0
ত্রকটা গানের কথা আমার মনে পড়ে গেল গানটি হলো মানূষ মানূষের জনৌ জিবন জিবনের জনৌ ত্রকটু সহানূভতি কি মানূষ কি পেতে পারে না ও বনধূ ,1
আমি প্রধানমন্ত্রী থাকলে ওরে শিরচ্ছেদ করতাম নিজ হাতে,2
"এই জিনিস লুচি দিয়ে পেরিয়ে খেতে মজা , সালাদ দিয়ে মাখিয়ে খেতে মজা , এমনকি এমনি এমনি খেতেও মজা , ! ( ~_~ ) ",1
"অবশ্য উনার খাবার গুলো আলাদা প্লেটে খাওয়ার দরকার ছিলো , হয় ত বেচে যাওয়া খাবার গুলো কারো খাওয়ার যগ্য ছিলো ",1
"পুরা ভিডিওটা জাস্ট অস্থির । বাট অস্থিরতার ডিউরেশনটা খুব কম । লাগাতার আফসোস থেকে যায় , মনে হয় যে , উহ্ আরাকটু লম্বা হলে ভালো হতো ",1
ইনশাঅাল্লাহ দোয়া রইলো অমিত ভাই । বুঝতে পেরেছি ভেতরে কিছু একটা হচ্ছে । তবে অামার বিশ্বাস অাপনার উপর যত চাপ অাসুক না কেন অাপনার নীতির প্রতি অাপনি অটল থাকবেন,1
"কোনো কাজ করে না , বিহারি মনে ভাইরাজ ",2
ভাইয়া দুবাই টুর কিভাবে করবো,1
হিল্লোল ভাইয়া ভিডিও ইফতার এর পর আপলোড দিয়েন । এতো মজার খাবার দেখে তো খেতে ইচ্ছা করে,1
আল্লাহ বাচাইছে । আলহামদুলিল্লাহ,1
"এক নম্বরের বোকাচোদার লোক , বাড়া এক পিস চিকেন ৭০ টাকা ওই টাকা তে ৫০০ চিকেন পাওয়া যায় গুদমারানি ",2
মানবতার চরম নৈতিক অবক্ষয় এরা আর মানুষ হবে বলে মনে হয় না । পুলিশ একটা খালি বলে মনে হয় এখন,2
"একদম সত্যি কথা , যার জন্য এখন পস্তাইতেছি ",1
ভাইয়া দার্জিলিং এর জন্য কি আলাদা করে কোন পারমিশনের প্রয়োজন আছে,1
"বাংলা কালচার টা ধরে রাখতে হবে , সব বাংলির ",1
"আমরা নাকি স্বাধীন ? , ! রাজাকারদের গালি দেওয়ার আগে একটু চিন্তা করে নিয়েন , চেতনাবাজ ভাই বোনেরা । এমন কমেনটর জন্য আমাকে গালি না দেওয়ার অনুরোধ রইল ",2
পাগল ছাগল কয় কি রে ভাঙবে না রে শালার কথাবাত্রা মুনাফিকের মত ভূমিকম্প ছাড়াইত আল্লাহ ভেঙে ভেঙে দিতে পারে,2
"ভাইয়া , বাচ্চাদের জন্য প্রাইস কি 1099 ই থাকবে ",1
ভাইয়া ভিয়াতনাম যাওয়ার কোন ব্যবস্হা আছে কি,0
যে যত কিছুই বলেন । এখনো আইফোনের স্পিড বেশি । কিন্তু 2020 এর পর স্পিডের পার্থক্য থাকবেনা । তখন এন্ড্রয়েড এগিয়ে থাকবে,0
অন্তিম অবতারের পিতার নাম হবে ' বিষ্ণু যশা,0
মাটন ২৯০ বাপরে বাংলাদেশে তো আনেক জায়গায় ২৯০ কাচ্চি পাওয়া যায় যেটা দুই জনে খেতে পারবে কলকাতা ও দেখলাম এই দামে আনেক ভালো কাচ্চি পাওয়া যায় এখানে মাটন এত দাম কেন,1
সায়েম ভাই যে ভাবে ভিডিওতে দেখালেন । ঘুরাফেরার ফিলিংস তো পেয়েই গেলাম,1
কিন্তু বাংগালী হিসাবে কখনোই গর্ভবোধ করি না,2
ছেলেমানুষি টার জন্যই ভিডিও কে আরো দেখার জন্য আগ্রহ জাগে,0
"রেস্টুরেন্টে গিয়া তো শালার নাক ডুবায়া খাই ইচ্ছামত , মাগার বানাইতে যে এত্ত কষ্ট , এত এত প্রসেস , এই ভিডিও না দেখলে হালায় বুঝতামই না ",2
হেয় খোজ না নিলে টাকা পাইবো,0
৪ মিনিট না ভিডিও টা পুরো ২৪ মিনিটের,0
আমার ধারণা এটা বাংলাদেশে পাওয়া যায় না । আমিও অনেক খুঁজেছি :,0
পক্সটাই মাইর দিয়ে দিছে বলে,2
ঠিকই বলেছেন ; সিঙাড়া খুব পুষ্টিকর জিনিস,1
রিপোর্টটা অসাধারণ চিল ,1
"লোকেশনঃ লঞ্চঘাট , নারায়ঙ্গঞ্জ ",0
দিনাজপুর যেতে কতক্ষন লাগে ভাই,0
এই পি ভি আই মুল হুতাদের বহিষ্কার করা হোক । সরকারের আকুল আবেদন,0
অন্যান্য বাংলাদেশীদের তুলনায় আপনার উচ্চারণ ভালো । বাংলাদেশীদের উচ্চারণ অত‍্যন্ত খারাপ । যেমন আছে কে বলবে আসে সিনারীকে বলবে ছিনারী,1
"আর মূর্খ মানুষ যা দেখে তা দেখেই নাচানাচি শুরু হয়ে যায় । হাতি দেখিয়ে এটাকে চাদাবাজি বলে না , ওরা বাধ্য করে কারও কাছ থেকে টাকা নেয় না ",2
ভাই খরচের ব্যাপারটা বলেদিলে ভালো হতো ?,0
প্যাচের জায়গা হলে অবশ্যই আমরা গুগল ম্যাপ দিয়ে দিবো,1
ডাক্তার হবো ফ্রি চিকিৎসা করবো । বালের কথা সব হালারাই বলে ,2
এই সব হলো মানুষকে আসা দিয়ে ঠাকানো এই সব চুরি বন্ধ করা ভালো,1
খেয়েছি এখানে কলকাতা থেকে যখন গেছিলাম । বাংলাদেশে গিয়ে এত খেয়েছি । এত খেয়েছি । মাথা খারাপ হয়ে গেছে । ফাটাফাটি,1
সিকিম পুরাই অনিশ্চিত একটা প্লেস,1
বাংলাদেশি #পুলিশ এক এক্টা বাইঞ্চদ,2
আরে খানকির পোলারা সাংবাদিকের বাল পালাইস,2
